Date,Adj Close
2025-05-23,572.5465698242188
2025-05-27,584.4501342773438
2025-05-28,581.0689086914062
2025-05-29,583.362548828125
2025-05-30,582.7101440429688
2025-06-02,585.9925537109375
2025-06-03,589.3341064453125
2025-06-04,589.1759033203125
2025-06-05,586.3285522460938
2025-06-06,592.3495483398438
2025-06-09,592.8834228515625
2025-06-10,596.2449340820312
2025-06-11,594.5443725585938
2025-06-12,596.9072875976562
2025-06-13,590.23388671875
2025-06-16,595.8494262695312
2025-06-17,590.7578735351562
2025-06-18,590.6688232421875
2025-06-20,589.2816772460938
2025-06-23,595.1022338867188
2025-06-24,601.6764526367188
2025-06-25,602.0136108398438
2025-06-26,606.7236328125
2025-06-27,609.738037109375
2025-06-30,612.6533203125
2025-07-01,612.455078125
2025-07-02,615.2315673828125
2025-07-03,620.0804443359375
2025-07-07,615.45947265625
2025-07-08,615.1224365234375
2025-07-09,618.8110961914062
2025-07-10,620.5562744140625
2025-07-11,618.3748779296875
2025-07-14,619.5548095703125
2025-07-15,616.9072875976562
2025-07-16,618.9697265625
2025-07-17,622.7576293945312
2025-07-18,622.301513671875
2025-07-21,623.4815063476562
2025-07-22,623.5707397460938
2025-07-23,628.875732421875
2025-07-24,629.083984375
2025-07-25,631.741455078125
2025-07-28,631.5828247070312
2025-07-29,629.9169311523438
2025-07-30,629.1236572265625
2025-07-31,626.763671875
2025-08-01,616.49072265625
2025-08-04,625.861328125
2025-08-05,622.688232421875
2025-08-06,627.457763671875
2025-08-07,626.9322509765625
2025-08-08,631.8207397460938
2025-08-11,630.5713500976562
2025-08-12,637.284423828125
2025-08-13,639.4659423828125
2025-08-14,639.525390625
2025-08-15,638.028076171875
2025-08-18,637.8893432617188
2025-08-19,634.4286499023438
2025-08-20,632.742919921875
2025-08-21,630.2045288085938
2025-08-22,639.8824462890625
2025-08-25,637.0662841796875
2025-08-26,639.733642578125
2025-08-27,641.1912841796875
2025-08-28,643.4619750976562
2025-08-29,639.6245727539062
2025-09-02,634.8848266601562
2025-09-03,638.3255615234375
2025-09-04,643.6603393554688
2025-09-05,641.796142578125
2025-09-08,643.372802734375
2025-09-09,644.8601684570312
2025-09-10,646.7243041992188
2025-09-11,652.0988159179688
2025-09-12,651.8805541992188
2025-09-15,655.3511352539062
2025-09-16,654.4488525390625
2025-09-17,653.6357421875
2025-09-18,656.6897583007812
2025-09-19,659.9423217773438
2025-09-22,663.0645141601562
2025-09-23,659.4551391601562
2025-09-24,657.3569946289062
2025-09-25,654.3242797851562
2025-09-26,658.072998046875
2025-09-29,659.9224243164062
2025-09-30,662.4082641601562
2025-10-01,664.6654663085938
2025-10-02,665.4309692382812
2025-10-03,665.421142578125
2025-10-06,667.8074951171875
2025-10-07,665.3316040039062
2025-10-08,669.2990112304688
2025-10-09,667.3600463867188
2025-10-10,649.32275390625
2025-10-13,659.2860107421875
2025-10-14,658.4805908203125
2025-10-15,661.4039916992188
2025-10-16,656.899658203125
2025-10-17,660.62841796875
2025-10-20,667.499267578125
2025-10-21,667.4892578125
2025-10-22,664.0191040039062
2025-10-23,667.9566650390625
2025-10-24,673.4155883789062
2025-10-27,681.3603515625
2025-10-28,683.1700439453125
2025-10-29,683.4981689453125
2025-10-30,675.98095703125
2025-10-31,678.1983642578125
2025-11-03,679.4711303710938
2025-11-04,671.4169921875
2025-11-05,673.7437133789062
2025-11-06,666.514892578125
2025-11-07,667.1710815429688
2025-11-10,677.5819091796875
2025-11-11,679.1329956054688
2025-11-12,679.5108642578125
2025-11-13,668.2350463867188
2025-11-14,668.125732421875
2025-11-17,661.901123046875
2025-11-18,656.3428344726562
2025-11-19,658.87841796875
2025-11-20,648.8355712890625
2025-11-21,655.2987670898438
2025-11-24,664.9437866210938
2025-11-25,671.1981811523438
2025-11-26,675.8318481445312
2025-11-28,679.5208129882812
2025-12-01,676.4185180664062
2025-12-02,677.67138671875
2025-12-03,680.0180053710938
2025-12-04,680.51513671875
2025-12-05,681.8078002929688
2025-12-08,679.7594604492188
2025-12-09,679.1727294921875
2025-12-10,683.6771850585938
2025-12-11,685.26806640625
2025-12-12,677.9000244140625
2025-12-15,676.8758544921875
2025-12-16,675.0264282226562
2025-12-17,667.5986938476562
2025-12-18,672.6399536132812
2025-12-19,678.7363891601562
2025-12-22,682.96484375
2025-12-23,686.0863037109375
2025-12-24,688.4996948242188
2025-12-26,688.4298706054688
2025-12-29,685.9765625
2025-12-30,685.138916015625
2025-12-31,680.062744140625
